"namespace","key","English (source — do not edit)","Russian (edit this column)"
"readings","readings.swords-7.keywords","deception, strategy, stealth, getting away with it","хитрость, стратегия, обман, скрытность"
"readings","readings.swords-7.meaning","A figure sneaks away with five swords, two still planted in the ground. Cleverness or theft? Strategy or deception? This card doesn't judge — it just asks: are you being smart, or are you being dishonest?","Семёрка Мечей — фигура крадётся прочь с пятью мечами, оставляя два. Хитрость, стратегия или обман. Кто-то действует не в открытую. Вопрос — кто и зачем."
"readings","readings.swords-7.past","Someone took a shortcut — maybe you, maybe someone else. It worked at the time, but the ethics of it still linger.","Что-то было сделано тайком — обход правил, хитрый ход. Не обязательно плохое, но и не прямое."
"readings","readings.swords-7.present","Check your strategy. There's a fine line between clever and deceptive. If you have to sneak, ask yourself why.","Кто-то хитрит — возможно, ты, возможно, кто-то рядом. Проверь, что происходит за кулисами. Не всё на виду."
"readings","readings.swords-7.future","Someone may not be playing straight with you — or you'll be tempted to cut corners. Keep your integrity intact, even when nobody's watching.","Впереди ситуация, требующая хитрости или осторожности. Не всегда можно действовать в лоб — иногда нужна стратегия."
"readings","readings.swords-8.keywords","restriction, imprisonment, powerlessness, self-imposed limits","ограничение, бессилие, жертва, ловушка"
"readings","readings.swords-8.meaning","Eight swords surround a bound, blindfolded figure. It looks hopeless — but look closer. The bindings are loose. The path out is open. The prison is mostly in the mind.","Восьмёрка Мечей — фигура связана и окружена мечами, но путь к свободе есть. Ощущение ловушки, бессилия, безвыходности. Но ограничения часто в голове, не в реальности."
"readings","readings.swords-8.past","You felt trapped — by circumstances, by people, by your own thoughts. But the cage was never as locked as it seemed.","Период, когда всё казалось безвыходным. Ограничения — реальные или воображаемые — держали на месте."
"readings","readings.swords-8.present","You're more stuck in your head than in reality. The restrictions you're feeling are at least partly self-imposed. Open your eyes — the way out exists.","Чувство, что выхода нет. Но посмотри внимательно — путь свободен, повязка на глазах мешает его увидеть."
"readings","readings.swords-8.future","A situation will make you feel powerless. Before you accept defeat, look again. The constraints aren't as real as they appear.","Впереди может быть ощущение ловушки. Помни: ограничения часто ментальные. Выход есть — нужно только открыть глаза."
"readings","readings.swords-9.keywords","anxiety, worry, nightmares, despair","тревога, бессонница, страх, самобичевание"
"readings","readings.swords-9.meaning","A figure sits up in bed, head in hands, nine swords on the wall behind them. The three AM card. Anxiety, racing thoughts, the kind of worry that wakes you up. Most of what you fear won't happen — but the fear is real.","Девятка Мечей — фигура сидит в постели, закрыв лицо руками, девять мечей на стене. Ночные кошмары, тревога, мысли, которые не дают спать. Страдание реально, но большая его часть — в голове."
"readings","readings.swords-9.past","A period of intense worry or sleepless nights took its toll. The anxiety was disproportionate to the actual threat, but it felt crushing at the time.","Период бессонных ночей и тревоги. Мысли мучили сильнее, чем реальные обстоятельства."
"readings","readings.swords-9.present","Your mind is torturing you. The fears feel enormous in the dark — but most of them are shadows. Daylight will shrink them. Hold on.","Тревога захватывает разум. Мечи на стене — это мысли, не реальность. Самое страшное обычно не сбывается."
"readings","readings.swords-9.future","Anxiety may spike ahead. Remember: the nine swords are on the wall, not in your body. The fear is real, but the danger may not be.","Впереди период беспокойства. Но знай: то, чего боишься, чаще всего не случается. Страх преувеличивает."
"readings","readings.swords-10.keywords","ending, rock bottom, betrayal, total defeat","конец, дно, предательство, неизбежное"
"readings","readings.swords-10.meaning","Ten swords in the back — the most dramatic card in the deck. Complete ending, total defeat. But here's the thing: after ten swords, there are no more swords. The worst is over. There's nowhere to go but up.","Десятка Мечей — фигура лежит лицом вниз с десятью мечами в спине. Дно достигнуто. Хуже уже не будет — и в этом парадоксальное утешение. Единственное направление — вверх."
"readings","readings.swords-10.past","Something ended catastrophically. Betrayal, collapse, hitting the absolute bottom. It was terrible — and it was the end of that chapter, not your story.","Был удар, от которого казалось невозможным встать. Но встать удалось — иначе этого чтения не было бы."
"readings","readings.swords-10.present","This is the worst of it. Right now. The good news is that it can't get worse, which means it can only get better. Let the old thing die completely.","Ощущение полного поражения. Но если это дно — значит, падать больше некуда. Рассвет приходит после самой тёмной ночи."
"readings","readings.swords-10.future","A painful ending is ahead. It will feel like too much. But this is the clearing — dramatic, final, and ultimately liberating.","Впереди может быть болезненный конец чего-то. Но десятка — последняя карта, дальше — новый цикл. За концом следует начало."
"readings","readings.swords-page.keywords","curiosity, mental agility, new ideas, vigilance","любопытство, бдительность, новая идея, правда"
"readings","readings.swords-page.meaning","A young figure holds a sword aloft, standing on rough ground, watching the sky. Sharp mind, restless curiosity, eager to cut through to the truth. Just needs a bit more experience to wield the blade well.","Паж Мечей стоит на ветру, держа меч наготове. Острый ум, любопытство, готовность к правде. Молодая энергия интеллекта — пытливая и бесстрашная."
"readings","readings.swords-page.past","A moment of intellectual awakening — a new idea or a challenging truth that got your mind racing. That curiosity opened doors.","Момент, когда новая идея или правда ворвалась в жизнь. Свежий взгляд, который всё изменил."
"readings","readings.swords-page.present","Stay mentally sharp. New information is coming and you'll need to think fast. Be curious, be alert, but don't jump to conclusions.","Будь внимательнее. Информация на подходе — важная. Держи глаза и уши открытыми."
"readings","readings.swords-page.future","News or a new perspective is on its way. It will challenge your thinking — in a good way. Stay open and keep your mind nimble.","Впереди открытие или новость, которая заставит думать по-другому. Ум будет главным инструментом."
"readings","readings.swords-knight.keywords","ambition, speed, direct action, aggression","стремительность, амбиции, прямота, безрассудство"
"readings","readings.swords-knight.meaning","The Knight of Swords charges at full speed, blade raised, no hesitation. Fast thinking, fast action, decisive and unstoppable. Effective — but sometimes the charge happens before the thinking.","Рыцарь Мечей мчится в атаку — меч поднят, ветер в лицо. Стремительность, решительность, прямое действие. Но за скоростью теряется осмотрительность."
"readings","readings.swords-knight.past","A rushed decision or aggressive action got results — but not without collateral damage. Speed is a strength until it isn't.","Было время стремительных действий и прямых решений. Скорость помогала — или подводила."
"readings","readings.swords-knight.present","Move quickly and decisively. The situation calls for sharp action, not deliberation. Just make sure you're charging toward the right target.","Время действовать быстро и решительно. Но не забывай думать. Скорость без направления — просто хаос."
"readings","readings.swords-knight.future","Something will demand fast, decisive action. You'll need to think and move simultaneously. Trust your instincts but watch your aim.","Впереди ситуация, требующая быстрой реакции. Действуй решительно, но не безрассудно."
"readings","readings.swords-queen.keywords","clarity, independence, perception, direct communication","ясность ума, независимость, объективность, острота"
"readings","readings.swords-queen.meaning","The Queen of Swords sits with blade raised, face clear and unreadable. She's been through pain and emerged sharper for it. Clear thinking, direct speech, zero tolerance for nonsense.","Королева Мечей сидит с поднятым мечом, лицом к ветру. Острый ум, неприкрашенная правда, эмоциональная независимость. Она видит суть и не боится назвать её вслух."
"readings","readings.swords-queen.past","Experience — likely painful — honed your ability to see through pretense. That clarity was earned the hard way and it serves you well.","Период, когда ясность ума и объективность помогли пройти через сложное. Эмоции отступили — и это спасло."
"readings","readings.swords-queen.present","Think clearly. Speak directly. The situation needs honesty, not diplomacy. Cut through the noise and say exactly what you mean.","Время для трезвого взгляда. Отстранись от эмоций и посмотри на факты. Правда может быть холодной, но она точная."
"readings","readings.swords-queen.future","You'll need to channel cold clarity ahead. Emotions will be running high around you, but your ability to see the truth plainly will be your greatest asset.","Впереди ситуация, требующая холодного ума и честности. Мягкость не поможет — нужна ясность."
"readings","readings.swords-king.keywords","authority, intellect, truth, analytical power","авторитет, интеллект, справедливость, стратегия"
"readings","readings.swords-king.meaning","The King of Swords holds his blade upright — judgment, authority, intellectual command. He makes decisions with his head, not his heart. Fair, sharp, and not easily fooled.","Король Мечей на троне, меч в правой руке, взгляд прямой. Интеллектуальная власть, стратегическое мышление, справедливые решения. Он рубит правду — без жестокости, но без жалости."
"readings","readings.swords-king.past","An authority figure or your own analytical mind cut through confusion and imposed order. That intellectual clarity shaped outcomes decisively.","Решение, принятое с холодной головой, определило ход событий. Стратегия и справедливость были на первом месте."
"readings","readings.swords-king.present","Lead with logic. The situation demands clear, rational thinking and fair judgment. Leave emotion at the door and decide with your mind.","Время для стратегического мышления. Эмоции — плохой советчик сейчас. Думай, анализируй, решай."
"readings","readings.swords-king.future","A decision requiring sharp intellect and impartial judgment is ahead. Trust your analytical ability — it's up to the task.","Впереди роль, требующая интеллектуального лидерства. Справедливость и стратегия будут ключевыми."
"readings","readings.pentacles-1.keywords","opportunity, prosperity, new venture, manifestation","возможность, достаток, начало, материализация"
"readings","readings.pentacles-1.meaning","A golden coin in an outstretched hand, emerging from a cloud. A material opportunity — money, a job, a venture. It's being offered, but you'll need to do something with it. Potential doesn't spend itself.","Туз Пентаклей — рука из облака держит золотую монету над цветущим садом. Новая материальная возможность, начало чего-то ощутимого. Семя посажено — оно прорастёт."
"readings","readings.pentacles-1.past","An opportunity presented itself — financial, professional, or material. What you did with that seed determined a lot about where you are now.","Материальная возможность появилась и была принята. Семя, посаженное тогда, стало основой того, что есть сейчас."
"readings","readings.pentacles-1.present","A tangible opportunity is in your hands. A new venture, a financial prospect, something solid. Don't just admire it — plant it.","Перед тобой реальная возможность — работа, проект, финансовое предложение. Возьми её."
"readings","readings.pentacles-1.future","A material opportunity is coming. Money, work, or a practical venture. Be ready to act on it when it arrives.","Впереди новое начало в материальной сфере. Возможность, которая принесёт ощутимые результаты."
"readings","readings.pentacles-2.keywords","balance, adaptability, juggling priorities, time management","баланс, жонглирование, адаптация, гибкость"
"readings","readings.pentacles-2.meaning","Two coins juggled in a figure-eight — the infinity loop. Multiple demands, limited hands. This card is about managing competing priorities without dropping anything. Flexible, but stretched.","Двойка Пентаклей — фигура жонглирует двумя монетами, связанными знаком бесконечности. Баланс между двумя задачами, ролями или приоритетами. Танец, не борьба."
"readings","readings.pentacles-2.past","You juggled multiple demands and somehow kept everything in the air. That balancing act was exhausting but taught you adaptability.","Период, когда приходилось совмещать несколько дел одновременно. Баланс давался непросто, но был найден."
"readings","readings.pentacles-2.present","You're managing too many things at once. It's working for now, but something will drop if you don't prioritize. Choose what matters most.","Жонглируешь задачами. Не пытайся остановить движение — продолжай танцевать. Баланс — в потоке, не в статике."
"readings","readings.pentacles-2.future","Multiple demands will compete for your attention. You'll need to be flexible and strategic about where your energy goes.","Впереди необходимость совмещать. Гибкость и адаптивность будут важнее, чем идеальный план."
"readings","readings.pentacles-3.keywords","teamwork, craftsmanship, collaboration, skill building","мастерство, работа, командная работа, качество"
"readings","readings.pentacles-3.meaning","Three figures working on a cathedral — each contributing their skill to something larger. Collaboration, craftsmanship, the satisfaction of building something real with others. The work matters.","Тройка Пентаклей — мастер работает над каменной аркой, двое наблюдают. Командная работа, профессионализм, первые результаты усердного труда. Качество видно."
"readings","readings.pentacles-3.past","Collaboration produced something lasting. Working alongside others — each bringing their skills — created something none of you could have built alone.","Период усердной работы и сотрудничества, когда мастерство росло через практику. Результаты того труда до сих пор заметны."
"readings","readings.pentacles-3.present","This is teamwork time. Bring your skills to the table and trust others to bring theirs. The project is bigger than any one person.","Работа требует внимания к деталям и сотрудничества. Делай своё дело хорошо — качество будет замечено."
"readings","readings.pentacles-3.future","A collaborative effort is forming. Your specific skills will be valued and needed. The work ahead is meaningful — commit to it.","Впереди признание мастерства. Усилия, вложенные в качество, принесут профессиональный рост."
"readings","readings.pentacles-4.keywords","security, control, possessiveness, hoarding","накопление, контроль, скупость, безопасность"
"readings","readings.pentacles-4.meaning","A figure clutches four coins — one under each foot, one on the head, one in the arms. Holding on tight. Security is good, but this is grip, not stewardship. What are you so afraid of losing?","Четвёрка Пентаклей — фигура крепко держит монету на голове и ещё две под ногами. Стремление к безопасности, граничащее с жадностью. Контроль защищает, но и ограничивает."
"readings","readings.pentacles-4.past","A period of holding on too tightly — to money, to security, to control. The fear of loss made you rigid when flexibility was needed.","Период накопления и контроля. Безопасность была приоритетом — иногда ценой упущенных возможностей."
"readings","readings.pentacles-4.present","You're gripping too hard. The desire for security has become possessiveness. Loosen your hold — what's truly yours won't leave.","Держишь слишком крепко. Страх потерять мешает получить новое. Ослабь хватку — немного."
"readings","readings.pentacles-4.future","Be careful of becoming too attached to material security. Some generosity or openness will serve you better than a clenched fist.","Впереди вопрос: сохранить или отпустить? Безопасность важна, но не тогда, когда она становится клеткой."
"readings","readings.pentacles-5.keywords","hardship, poverty, isolation, worry","нужда, потеря, изоляция, трудности"
"readings","readings.pentacles-5.meaning","Two figures in the snow, barefoot, passing a lit church window. Material hardship, feeling left out in the cold. The help may be closer than it looks — but you have to be willing to ask for it.","Пятёрка Пентаклей — две фигуры бредут по снегу мимо освещённого окна церкви. Нужда, потеря, ощущение покинутости. Но дверь рядом — помощь доступна, если о ней попросить."
"readings","readings.pentacles-5.past","A period of real hardship — financial, physical, or both. The isolation was painful, and recovery took time and humility.","Период трудностей и лишений. Ощущение покинутости было острым, но проходило."
"readings","readings.pentacles-5.present","Things are lean right now. You may feel left out in the cold. But look around — support exists. Pride might be the only thing keeping you from it.","Сейчас трудно — финансово, физически или эмоционально. Но помощь ближе, чем кажется. Не проходи мимо освещённой двери."
"readings","readings.pentacles-5.future","A difficult stretch is ahead materially. Prepare where you can, and don't be too proud to ask for help when you need it.","Впереди могут быть трудности, но они не будут вечными. Помощь придёт — если позволить ей войти."
"readings","readings.pentacles-6.keywords","generosity, charity, giving, receiving, balance of resources","щедрость, обмен, благотворительность, баланс"
"readings","readings.pentacles-6.meaning","A wealthy figure distributes coins to those in need — scales in one hand, coins in the other. Giving and receiving, the flow of resources. This card asks: are you the giver or the receiver? Either is fine.","Шестёрка Пентаклей — фигура взвешивает монеты и раздаёт нуждающимся. Щедрость, справедливый обмен, баланс давать и получать. Изобилие существует для того, чтобы делиться."
"readings","readings.pentacles-6.past","An act of generosity — given or received — made a real difference. That exchange of resources was more meaningful than the amount suggested.","Период щедрости — полученной или проявленной. Баланс между отдаванием и получением сформировал ценности."
"readings","readings.pentacles-6.present","Resources are flowing. If you have enough, share. If you need help, accept it gracefully. The balance of giving and receiving is the point.","Время делиться или принимать помощь. Обмен должен быть справедливым. Щедрость возвращается."
"readings","readings.pentacles-6.future","Generosity will play a role ahead — either yours or someone else's. The flow of resources is shifting in a direction that benefits you.","Впереди возможность помочь или получить помощь. Баланс щедрости — ключ к изобилию."
"readings","readings.pentacles-7.keywords","patience, perseverance, investment, long-term view","терпение, труд, ожидание, рост"
"readings","readings.pentacles-7.meaning","A figure leans on a hoe, looking at seven coins growing on a bush. Waiting. The investment has been made, the work has been done — now it's about patience. You can't rush a harvest.","Семёрка Пентаклей — фигура опирается на мотыгу, глядя на куст с семью монетами. Труд вложен, но плоды ещё зреют. Терпение — единственная стратегия. Нельзя ускорить рост, дёргая росток."
"readings","readings.pentacles-7.past","A long investment of time and effort eventually bore fruit. The waiting was hard, but the result proved it was worth it.","Период долгого труда без видимых результатов. Терпение тогда требовало силы."
"readings","readings.pentacles-7.present","The seeds are planted, the work is done. Now you wait. Don't dig up the garden to check if it's growing — trust the process.","Результаты пока не видны, но рост идёт. Продолжай делать своё дело. Не дёргай росток — он вырастет."
"readings","readings.pentacles-7.future","A reward is coming, but not immediately. The investment you're making now — in work, in skills, in patience — will pay off. Give it time.","Впереди период ожидания. Плоды созреют, но не по твоему расписанию. Терпение окупится."
"readings","readings.pentacles-8.keywords","diligence, skill development, craftsmanship, dedication","усердие, мастерство, практика, совершенствование"
"readings","readings.pentacles-8.meaning","A figure carefully carves coin after coin — focused, skilled, methodical. This is the apprentice card. Mastery through repetition, improvement through dedication. The work isn't glamorous, but it's building something real.","Восьмёрка Пентаклей — мастер вырезает монету за монетой, каждая лучше предыдущей. Усердный труд, оттачивание навыков, дисциплина практики. Мастерство — не талант, а повторение."
"readings","readings.pentacles-8.past","A period of dedicated practice and skill-building laid the foundation for your abilities. That diligence — day after day — created real competence.","Период упорного труда и совершенствования. Навык оттачивался день за днём — и результат того стоил."
"readings","readings.pentacles-8.present","Put your head down and do the work. This isn't the time for shortcuts or big leaps — it's the time for steady, focused effort. Mastery comes from repetition.","Продолжай работать. Каждое повторение приближает к мастерству. Скучно? Может быть. Но именно так создаётся настоящее."
"readings","readings.pentacles-8.future","A period of intense skill-building is ahead. It will require dedication and focus, but the competence you develop will be a lasting asset.","Впереди плоды усердного труда. Мастерство, которое оттачивается сейчас, скоро станет востребованным."
"readings","readings.pentacles-9.keywords","luxury, self-sufficiency, financial security, accomplishment","достаток, самодостаточность, роскошь, плоды труда"
"readings","readings.pentacles-9.meaning","A figure stands in a lush garden, a bird on her hand, nine coins behind her. She built this. Self-made comfort, material security earned through effort. Enjoy what you've created.","Девятка Пентаклей — фигура стоит в роскошном саду среди виноградных лоз с монетами. Достаток, заработанный собственным трудом. Самодостаточность и право наслаждаться плодами."
"readings","readings.pentacles-9.past","Through your own effort, you created comfort and security. That self-sufficiency was hard-won and deserved.","Период, когда самодостаточность была достигнута. Достаток и комфорт стали результатом собственных усилий."
"readings","readings.pentacles-9.present","You've built something solid. Take a moment to enjoy the garden you've cultivated. Self-sufficiency feels good — let yourself appreciate it.","Наслаждайся тем, что создано. Достаток заслужен. Самодостаточность — не эгоизм, а результат труда."
"readings","readings.pentacles-9.future","Financial security and comfort are building. What you've been working toward is materializing. The garden is almost in full bloom.","Впереди материальный комфорт и независимость. Труд принесёт ощутимые плоды — позволь себе ими наслаждаться."
"readings","readings.pentacles-10.keywords","legacy, inheritance, family wealth, long-term success","наследие, семья, богатство, поколения"
"readings","readings.pentacles-10.meaning","Ten coins arranged around a family gathered at an estate. This is generational — wealth, legacy, something built to last beyond you. The ultimate card of material completion.","Десятка Пентаклей — три поколения под аркой, десять монет сияют вокруг. Семейное богатство, наследие, то, что передаётся дальше. Не только деньги — ценности, традиции, корни."
"readings","readings.pentacles-10.past","Something was passed down — an inheritance, a family tradition, a foundation built by those before you. That legacy still supports your life.","Наследие — материальное или духовное — было получено. Семья, род, традиции сформировали основу."
"readings","readings.pentacles-10.present","Think long-term. What you're building now isn't just for you — it's for those who come after. Family, legacy, lasting impact.","Время подумать о том, что останется после. Семья, корни, ценности — в этом настоящее богатство."
"readings","readings.pentacles-10.future","Lasting wealth or a meaningful legacy is forming. What you create now will outlive the moment. Build with permanence in mind.","Впереди стабильность и ощущение принадлежности. То, что строится сейчас, послужит не только тебе."
"readings","readings.pentacles-page.keywords","ambition, studiousness, new opportunity, practical planning","учёба, начало, практичность, новый навык"
"readings","readings.pentacles-page.meaning","A young figure holds a single coin up to the light, studying it carefully. The student of the material world — practical, curious, ready to learn. A new financial or career opportunity is being examined.","Паж Пентаклей внимательно рассматривает монету в руках. Начало обучения, первые шаги в новом деле, практический подход. Учись на практике, а не в теории."
"readings","readings.pentacles-page.past","An early opportunity in work or money sparked your practical ambitions. That first taste of building something real set you on your path.","Начало нового навыка или знания. Первые неуверенные шаги, которые со временем привели к мастерству."
"readings","readings.pentacles-page.present","A new opportunity to learn or earn is in front of you. Study it carefully before committing. The ambition is right — make sure the plan is too.","Время учиться чему-то новому и практичному. Не бойся быть новичком — все начинали с нуля."
"readings","readings.pentacles-page.future","Good news about money, work, or education is coming. It's an entry point, not a windfall — the real value is in what you learn.","Впереди обучение или новое дело. Практический подход и терпение приведут к результату."
"readings","readings.pentacles-knight.keywords","reliability, hard work, routine, patience","надёжность, упорство, методичность, ответственность"
"readings","readings.pentacles-knight.meaning","The Knight of Pentacles rides slowly and steadily — the only knight who isn't charging. Reliable, methodical, gets it done. Not flashy, but the person you actually want on the job.","Рыцарь Пентаклей едет медленно и уверенно на крепком коне. Не самый яркий, зато самый надёжный. Методичность, терпение, доведение до конца."
"readings","readings.pentacles-knight.past","Steady, unglamorous effort produced solid results. Someone — maybe you — just kept showing up and doing the work day after day.","Период упорного, методичного движения к цели. Медленно, но верно — и это сработало."
"readings","readings.pentacles-knight.present","Slow and steady. This isn't the time for dramatic action — it's the time for reliable, consistent effort. Show up, do the work, repeat.","Сейчас не время для рывков — время для надёжного, размеренного продвижения. Делай следующий шаг, потом ещё один."
"readings","readings.pentacles-knight.future","Progress will come through patience, not speed. The methodical approach will outperform the dramatic one. Trust the process.","Впереди задача, требующая терпения и упорства. Черепаха обгонит зайца — медленное и верное победит."
"readings","readings.pentacles-queen.keywords","practical nurturing, financial savvy, comfort, abundance","изобилие, практичность, комфорт, забота о деле"
"readings","readings.pentacles-queen.meaning","The Queen of Pentacles sits in a lush garden, holding a gold coin, surrounded by abundance she cultivated herself. Practical, generous, grounded. She knows how to make things grow — money, gardens, people.","Королева Пентаклей сидит в цветущем саду, держа монету на коленях. Практическая мудрость, умение создать уют и достаток. Она знает цену вещам и умеет растить богатство."
"readings","readings.pentacles-queen.past","A practical, nurturing figure shaped your material world — someone who knew how to create abundance through common sense and care.","Период, когда практическая мудрость и забота о материальном создали прочную основу. Комфорт и уют были выстроены своими руками."
"readings","readings.pentacles-queen.present","Take a grounded approach. Nurture what you have, manage your resources wisely, and create comfort from the practical. Abundance comes from attentive care.","Обрати внимание на практическую сторону жизни. Финансы, здоровье, домашний уют — всё это требует заботы. И ты умеешь о них заботиться."
"readings","readings.pentacles-queen.future","Material abundance is growing through practical wisdom. Your ability to nurture resources — financial or otherwise — will produce real results.","Впереди материальная стабильность и комфорт. Практическая мудрость принесёт ощутимые результаты."
"readings","readings.pentacles-king.keywords","wealth, business sense, discipline, security","успех, надёжность, богатство, деловой ум"
"readings","readings.pentacles-king.meaning","The King of Pentacles sits on a throne decorated with bulls, gold coin in hand, vineyards behind him. He built the empire. Disciplined, prosperous, and knows the value of everything. Material mastery.","Король Пентаклей на троне среди виноградных лоз, монета в руке. Материальный успех, деловая хватка, надёжность. Он построил империю терпением и умом, не спешкой."
"readings","readings.pentacles-king.past","Financial discipline or business acumen — yours or someone else's — built a foundation of real security. That success was earned through strategy and patience.","Финансовый или деловой успех, достигнутый дисциплиной и стратегией. Эта надёжность стала фундаментом."
"readings","readings.pentacles-king.present","Think like a builder. Manage your resources, invest wisely, plan for the long game. The material world rewards discipline right now.","Время проявить деловую мудрость. Решения должны быть практичными и долгосрочными. Строй на века, не на момент."
"readings","readings.pentacles-king.future","Material success and financial security are solidifying. The empire you're building — however small — is taking shape. Stay disciplined.","Впереди материальный успех и положение. Терпение и деловой ум приведут к стабильному процветанию."
"readings","readings.wands-1.keywords","inspiration, new passion, potential, creative spark","вдохновение, потенциал, начало, искра"
"readings","readings.wands-1.meaning","A hand from a cloud holds a living wand — leaves still sprouting. Pure creative fire, a new passion igniting, the spark before the flame. Something is calling to you. Answer it.","Туз Жезлов — рука из облака сжимает цветущий жезл. Искра вдохновения, начало творческого или предпринимательского пути. Энергия есть — пора направить её."
"readings","readings.wands-1.past","A spark of inspiration lit a fire that changed your direction. That initial burst of passion set something important in motion.","Вспышка вдохновения запустила что-то важное. Та искра, тот начальный импульс стал отправной точкой."
"readings","readings.wands-1.present","A new creative or passionate impulse is demanding attention. This is raw potential — it needs action to become something real. Strike while the iron is hot.","Энергия и вдохновение на пике. Не упусти этот момент — действуй, пока огонь горит."
"readings","readings.wands-1.future","A powerful new inspiration is heading your way. When it arrives, don't sit on it. The spark needs fuel, and the fuel is your action.","Впереди новое начинание, полное энергии. Искра уже готова вспыхнуть — будь открыт для вдохновения."
"readings","readings.wands-2.keywords","planning, decisions, discovery, future vision","планирование, решение, амбиции, перспектива"
"readings","readings.wands-2.meaning","A figure holds a globe and a wand, looking out from a castle at the vast landscape. The world is big and the plans are bigger. You've achieved something, but you're already looking at what's next.","Двойка Жезлов — фигура стоит с жезлом в руке, глядя с крепости на море и горы. Мир открыт, планы масштабны. Время решать, куда направить энергию."
"readings","readings.wands-2.past","A moment of ambition and planning expanded your horizons. Standing at a crossroads, you looked at the bigger picture and started making plans.","Момент, когда решение было принято и направление — выбрано. Амбиции и видение определили путь."
"readings","readings.wands-2.present","You've accomplished something, but you're restless. The bigger vision is calling. Start planning your next move — the territory is wider than you think.","Стоишь на перепутье с большими планами. Мир перед тобой — выбери направление и двигайся. Не стой слишком долго."
"readings","readings.wands-2.future","A decision about your direction is ahead. The options are expansive. Take time to survey the landscape before you commit to a path.","Впереди важное решение о направлении. Амбиции сработают, если подкрепить их действием."
"readings","readings.wands-3.keywords","expansion, foresight, progress, overseas opportunities","расширение, видение, горизонты, прогресс"
"readings","readings.wands-3.meaning","A figure stands on a cliff watching ships sail into the distance. The foundations are set, and now the venture expands. Your efforts are reaching further than your immediate grasp. Progress is happening.","Тройка Жезлов — фигура смотрит с берега на уходящие корабли. Первые результаты видны, горизонты расширяются. Планы обретают форму, и мир становится больше."
"readings","readings.wands-3.past","An enterprise or idea expanded beyond its original scope. What started small reached further than you expected.","Период расширения — новые горизонты открылись, планы начали воплощаться. Видение стало реальностью."
"readings","readings.wands-3.present","Things are moving. What you started is gaining momentum and reaching new territory. Keep your eyes on the horizon — the expansion is real.","Корабли отплыли — дела в движении. Смотри вперёд, горизонт расширяется. Доверяй процессу, который запущен."
"readings","readings.wands-3.future","Growth and expansion are ahead. Your reach will extend further than you currently imagine. What you've built is about to travel.","Впереди расширение возможностей. То, что начато, принесёт результаты шире ожидаемых."
