"namespace","key","English (source — do not edit)","Ukrainian (edit this column)"
"readings","readings.swords-6.future","A transition away from difficulty is coming. It will be gradual, not sudden, but the direction is toward peace.","Наближається перехід геть від труднощів. Буде поступовий, не раптовий, але напрямок — до спокою."
"readings","readings.swords-7.keywords","deception, strategy, stealth, getting away with it","обман, стратегія, скритність, зволікання"
"readings","readings.swords-7.meaning","A figure sneaks away with five swords, two still planted in the ground. Cleverness or theft? Strategy or deception? This card doesn't judge — it just asks: are you being smart, or are you being dishonest?","Постать крадеться геть із п'ятьма мечами, два ще встромлені в землю. Хитрість чи крадіжка? Стратегія чи обман? Ця карта не судить — вона лише питає: ти розумний чи нечесний?"
"readings","readings.swords-7.past","Someone took a shortcut — maybe you, maybe someone else. It worked at the time, but the ethics of it still linger.","Хтось зрізав шлях — можливо, ти, можливо, хтось інший. Спрацювало тоді, але етика того досі тяжіє."
"readings","readings.swords-7.present","Check your strategy. There's a fine line between clever and deceptive. If you have to sneak, ask yourself why.","Перевір свою стратегію. Тонка межа між розумним і обманним. Якщо треба крастися, запитай себе — чому."
"readings","readings.swords-7.future","Someone may not be playing straight with you — or you'll be tempted to cut corners. Keep your integrity intact, even when nobody's watching.","Хтось може грати нечесно з тобою — або тебе спокусить зрізати шлях. Зберігай цілісність, навіть коли ніхто не дивиться."
"readings","readings.swords-8.keywords","restriction, imprisonment, powerlessness, self-imposed limits","обмеження, ув'язнення, безсилля, самообмеження"
"readings","readings.swords-8.meaning","Eight swords surround a bound, blindfolded figure. It looks hopeless — but look closer. The bindings are loose. The path out is open. The prison is mostly in the mind.","Вісім мечів оточують зв'язану постать із пов'язкою на очах. Виглядає безнадійно — але придивися. Пута слабкі. Шлях назовні відкритий. В'язниця — здебільшого в голові."
"readings","readings.swords-8.past","You felt trapped — by circumstances, by people, by your own thoughts. But the cage was never as locked as it seemed.","Ти почувався в пастці — обставин, людей, власних думок. Але клітка ніколи не була так зачинена, як здавалося."
"readings","readings.swords-8.present","You're more stuck in your head than in reality. The restrictions you're feeling are at least partly self-imposed. Open your eyes — the way out exists.","Ти більше загруз у голові, ніж у реальності. Обмеження, які відчуваєш, принаймні частково самоприписані. Розплющ очі — вихід існує."
"readings","readings.swords-8.future","A situation will make you feel powerless. Before you accept defeat, look again. The constraints aren't as real as they appear.","Ситуація змусить відчути безсилля. Перш ніж прийняти поразку, подивися ще раз. Обмеження не настільки реальні, як здаються."
"readings","readings.swords-9.keywords","anxiety, worry, nightmares, despair","тривога, неспокій, кошмари, відчай"
"readings","readings.swords-9.meaning","A figure sits up in bed, head in hands, nine swords on the wall behind them. The three AM card. Anxiety, racing thoughts, the kind of worry that wakes you up. Most of what you fear won't happen — but the fear is real.","Постать сидить у ліжку, голову в долонях, дев'ять мечів на стіні позаду. Карта третьої години ночі. Тривога, гонитва думок, турбота, що будить. Більшість того, чого боїшся, не станеться — але страх справжній."
"readings","readings.swords-9.past","A period of intense worry or sleepless nights took its toll. The anxiety was disproportionate to the actual threat, but it felt crushing at the time.","Період сильного неспокою чи безсонних ночей забрав своє. Тривога була непропорційною до реальної загрози, але тоді відчувалася нищівною."
"readings","readings.swords-9.present","Your mind is torturing you. The fears feel enormous in the dark — but most of them are shadows. Daylight will shrink them. Hold on.","Розум мучить тебе. Страхи здаються величезними в темряві — але здебільшого це тіні. Денне світло зменшить їх. Тримайся."
"readings","readings.swords-9.future","Anxiety may spike ahead. Remember: the nine swords are on the wall, not in your body. The fear is real, but the danger may not be.","Тривога може сплеснути попереду. Пам'ятай: дев'ять мечів — на стіні, не в тілі. Страх справжній, небезпека — можливо, ні."
"readings","readings.swords-10.keywords","ending, rock bottom, betrayal, total defeat","завершення, дно, зрада, повна поразка"
"readings","readings.swords-10.meaning","Ten swords in the back — the most dramatic card in the deck. Complete ending, total defeat. But here's the thing: after ten swords, there are no more swords. The worst is over. There's nowhere to go but up.","Десять мечів у спині — найдраматичніша карта в колоді. Повне завершення, повна поразка. Але ось що: після десяти мечів інших не буде. Найгірше позаду. Іти нікуди, окрім як угору."
"readings","readings.swords-10.past","Something ended catastrophically. Betrayal, collapse, hitting the absolute bottom. It was terrible — and it was the end of that chapter, not your story.","Щось закінчилося катастрофічно. Зрада, крах, удар об саме дно. Було жахливо — і то був кінець того розділу, не всієї історії."
"readings","readings.swords-10.present","This is the worst of it. Right now. The good news is that it can't get worse, which means it can only get better. Let the old thing die completely.","Ось найгірше. Просто зараз. Добра новина: гірше вже не стане, отже, може лише покращитися. Дай старому померти повністю."
"readings","readings.swords-10.future","A painful ending is ahead. It will feel like too much. But this is the clearing — dramatic, final, and ultimately liberating.","Попереду болюче завершення. Здаватиметься нестерпним. Але це очищення — драматичне, остаточне й зрештою визвольне."
"readings","readings.swords-page.keywords","curiosity, mental agility, new ideas, vigilance","цікавість, ментальна спритність, нові ідеї, пильність"
"readings","readings.swords-page.meaning","A young figure holds a sword aloft, standing on rough ground, watching the sky. Sharp mind, restless curiosity, eager to cut through to the truth. Just needs a bit more experience to wield the blade well.","Молода постать тримає меч догори, стоячи на нерівному ґрунті, вдивляється в небо. Гострий розум, неспокійна цікавість, прагнення прорізати до істини. Бракує лише досвіду, щоб майстерно володіти лезом."
"readings","readings.swords-page.past","A moment of intellectual awakening — a new idea or a challenging truth that got your mind racing. That curiosity opened doors.","Мить інтелектуального пробудження — нова ідея чи складна істина, що розігнала думки. Та цікавість відчинила двері."
"readings","readings.swords-page.present","Stay mentally sharp. New information is coming and you'll need to think fast. Be curious, be alert, but don't jump to conclusions.","Залишайся ментально гострим. Прийде нова інформація, і треба буде думати швидко. Будь допитливим, пильним, але не поспішай із висновками."
"readings","readings.swords-page.future","News or a new perspective is on its way. It will challenge your thinking — in a good way. Stay open and keep your mind nimble.","Новини чи нова перспектива в дорозі. Викличуть мислення — у доброму сенсі. Залишайся відкритим і тримай розум жвавим."
"readings","readings.swords-knight.keywords","ambition, speed, direct action, aggression","амбіція, швидкість, пряма дія, агресія"
"readings","readings.swords-knight.meaning","The Knight of Swords charges at full speed, blade raised, no hesitation. Fast thinking, fast action, decisive and unstoppable. Effective — but sometimes the charge happens before the thinking.","Лицар Мечів мчить на повній швидкості, лезо підняте, без вагань. Швидке мислення, швидка дія, рішучий і нестримний. Ефективний — та іноді натиск стається раніше за думку."
"readings","readings.swords-knight.past","A rushed decision or aggressive action got results — but not without collateral damage. Speed is a strength until it isn't.","Поспішне рішення чи агресивна дія дали результат — але не без побічних втрат. Швидкість — сила, поки не стане недоліком."
"readings","readings.swords-knight.present","Move quickly and decisively. The situation calls for sharp action, not deliberation. Just make sure you're charging toward the right target.","Рухайся швидко й рішуче. Ситуація потребує гострої дії, а не роздумів. Лише переконайся, що мчиш до правильної цілі."
"readings","readings.swords-knight.future","Something will demand fast, decisive action. You'll need to think and move simultaneously. Trust your instincts but watch your aim.","Щось вимагатиме швидкої, рішучої дії. Доведеться думати й рухатися одночасно. Довіряй інстинктам, але слідкуй за прицілом."
"readings","readings.swords-queen.keywords","clarity, independence, perception, direct communication","ясність, незалежність, сприйняття, пряме спілкування"
"readings","readings.swords-queen.meaning","The Queen of Swords sits with blade raised, face clear and unreadable. She's been through pain and emerged sharper for it. Clear thinking, direct speech, zero tolerance for nonsense.","Королева Мечів сидить із піднятим лезом, обличчя ясне й нечитабельне. Вона пройшла крізь біль і стала гострішою. Ясне мислення, пряма мова, нульова толерантність до дурниць."
"readings","readings.swords-queen.past","Experience — likely painful — honed your ability to see through pretense. That clarity was earned the hard way and it serves you well.","Досвід — імовірно, болючий — відточив здатність бачити крізь удавання. Та ясність здобута важко й добре служить."
"readings","readings.swords-queen.present","Think clearly. Speak directly. The situation needs honesty, not diplomacy. Cut through the noise and say exactly what you mean.","Думай ясно. Говори прямо. Ситуація потребує чесності, а не дипломатії. Прорізай шум і кажи рівно те, що маєш на увазі."
"readings","readings.swords-queen.future","You'll need to channel cold clarity ahead. Emotions will be running high around you, but your ability to see the truth plainly will be your greatest asset.","Знадобиться холодна ясність попереду. Навколо клекотатимуть емоції, але здатність бачити істину просто стане найціннішим активом."
"readings","readings.swords-king.keywords","authority, intellect, truth, analytical power","авторитет, інтелект, істина, аналітична сила"
"readings","readings.swords-king.meaning","The King of Swords holds his blade upright — judgment, authority, intellectual command. He makes decisions with his head, not his heart. Fair, sharp, and not easily fooled.","Король Мечів тримає лезо вертикально — судження, влада, інтелектуальне панування. Він ухвалює рішення головою, не серцем. Справедливий, гострий і не легко обманний."
"readings","readings.swords-king.past","An authority figure or your own analytical mind cut through confusion and imposed order. That intellectual clarity shaped outcomes decisively.","Авторитетна фігура чи твій власний аналітичний розум прорізали плутанину й установили лад. Та інтелектуальна ясність рішуче сформувала результати."
"readings","readings.swords-king.present","Lead with logic. The situation demands clear, rational thinking and fair judgment. Leave emotion at the door and decide with your mind.","Веди логікою. Ситуація вимагає ясного, раціонального мислення й справедливого судження. Залиш емоції за дверима й вирішуй розумом."
"readings","readings.swords-king.future","A decision requiring sharp intellect and impartial judgment is ahead. Trust your analytical ability — it's up to the task.","Попереду рішення, що потребує гострого інтелекту й безстороннього судження. Довіряй аналітичній здатності — вона впорається."
"readings","readings.pentacles-1.keywords","opportunity, prosperity, new venture, manifestation","можливість, процвітання, нове підприємство, втілення"
"readings","readings.pentacles-1.meaning","A golden coin in an outstretched hand, emerging from a cloud. A material opportunity — money, a job, a venture. It's being offered, but you'll need to do something with it. Potential doesn't spend itself.","Золота монета в простягнутій руці, що виринає з хмари. Матеріальна можливість — гроші, робота, справа. Її пропонують, але треба щось із нею зробити. Потенціал сам себе не витратить."
"readings","readings.pentacles-1.past","An opportunity presented itself — financial, professional, or material. What you did with that seed determined a lot about where you are now.","З'явилася можливість — фінансова, професійна чи матеріальна. Те, що ти зробив із тим зерном, багато в чому визначило, де ти зараз."
"readings","readings.pentacles-1.present","A tangible opportunity is in your hands. A new venture, a financial prospect, something solid. Don't just admire it — plant it.","Відчутна можливість у твоїх руках. Нова справа, фінансова перспектива, щось міцне. Не просто милуйся — посади."
"readings","readings.pentacles-1.future","A material opportunity is coming. Money, work, or a practical venture. Be ready to act on it when it arrives.","Матеріальна можливість наближається. Гроші, робота чи практична справа. Будь готовий діяти, коли прийде."
"readings","readings.pentacles-2.keywords","balance, adaptability, juggling priorities, time management","рівновага, адаптивність, жонглювання пріоритетами, управління часом"
"readings","readings.pentacles-2.meaning","Two coins juggled in a figure-eight — the infinity loop. Multiple demands, limited hands. This card is about managing competing priorities without dropping anything. Flexible, but stretched.","Дві монети жонглюються в петлі-вісімці — нескінченність. Багато вимог, обмежені руки. Ця карта про управління конкуруючими пріоритетами без того, щоб щось упустити. Гнучкий, але розтягнутий."
"readings","readings.pentacles-2.past","You juggled multiple demands and somehow kept everything in the air. That balancing act was exhausting but taught you adaptability.","Ти жонглював кількома вимогами і якось утримував усе в повітрі. Той балансуючий акт був виснажливий, але навчив адаптивності."
"readings","readings.pentacles-2.present","You're managing too many things at once. It's working for now, but something will drop if you don't prioritize. Choose what matters most.","Ти керуєш занадто багатьма речами одночасно. Поки що працює, але щось упаде, якщо не розставити пріоритети. Обери, що важливіше."
"readings","readings.pentacles-2.future","Multiple demands will compete for your attention. You'll need to be flexible and strategic about where your energy goes.","Багато вимог змагатимуться за твою увагу. Треба бути гнучким і стратегічним щодо того, куди йде енергія."
"readings","readings.pentacles-3.keywords","teamwork, craftsmanship, collaboration, skill building","командна робота, ремесло, співпраця, розвиток навичок"
"readings","readings.pentacles-3.meaning","Three figures working on a cathedral — each contributing their skill to something larger. Collaboration, craftsmanship, the satisfaction of building something real with others. The work matters.","Три постаті працюють над собором — кожна вносить свою майстерність у щось більше. Співпраця, ремесло, задоволення від побудови чогось справжнього разом. Робота має значення."
"readings","readings.pentacles-3.past","Collaboration produced something lasting. Working alongside others — each bringing their skills — created something none of you could have built alone.","Співпраця створила щось тривале. Праця поряд з іншими — кожен приніс свою вправність — побудувала те, чого ніхто з вас не зміг би сам."
"readings","readings.pentacles-3.present","This is teamwork time. Bring your skills to the table and trust others to bring theirs. The project is bigger than any one person.","Час командної роботи. Неси свої вміння до столу й довіряй іншим нести свої. Проєкт більший за будь-кого одного."
"readings","readings.pentacles-3.future","A collaborative effort is forming. Your specific skills will be valued and needed. The work ahead is meaningful — commit to it.","Формуються спільні зусилля. Твої конкретні вміння будуть цінними й потрібними. Робота попереду важлива — зобов'яжися."
"readings","readings.pentacles-4.keywords","security, control, possessiveness, hoarding","безпека, контроль, власність, накопичення"
"readings","readings.pentacles-4.meaning","A figure clutches four coins — one under each foot, one on the head, one in the arms. Holding on tight. Security is good, but this is grip, not stewardship. What are you so afraid of losing?","Постать стискає чотири монети — одну під кожною ногою, одну на голові, одну в руках. Тримається міцно. Безпека — добре, але це хватка, не дбайливість. Чого ти так боїшся втратити?"
"readings","readings.pentacles-4.past","A period of holding on too tightly — to money, to security, to control. The fear of loss made you rigid when flexibility was needed.","Період занадто міцного тримання — грошей, безпеки, контролю. Страх втрати зробив тебе негнучким, коли потрібна була гнучкість."
"readings","readings.pentacles-4.present","You're gripping too hard. The desire for security has become possessiveness. Loosen your hold — what's truly yours won't leave.","Тримаєш занадто міцно. Жадання безпеки стало власницьким. Послабь хватку — те, що справді твоє, нікуди не дінеться."
"readings","readings.pentacles-4.future","Be careful of becoming too attached to material security. Some generosity or openness will serve you better than a clenched fist.","Обережно не прив'язатися надто до матеріальної безпеки. Трохи щедрості чи відкритості послужить краще за стиснутий кулак."
"readings","readings.pentacles-5.keywords","hardship, poverty, isolation, worry","важкий час, бідність, ізоляція, тривога"
"readings","readings.pentacles-5.meaning","Two figures in the snow, barefoot, passing a lit church window. Material hardship, feeling left out in the cold. The help may be closer than it looks — but you have to be willing to ask for it.","Дві постаті в снігу, босі, проходять повз освітлене вікно церкви. Матеріальні нестатки, відчуття виключення на холоді. Допомога, можливо, ближче, ніж здається — але треба бути готовим попросити."
"readings","readings.pentacles-5.past","A period of real hardship — financial, physical, or both. The isolation was painful, and recovery took time and humility.","Період справжніх нестатків — фінансових, фізичних чи і тих, і інших. Ізоляція була болісною, відновлення зайняло час і покору."
"readings","readings.pentacles-5.present","Things are lean right now. You may feel left out in the cold. But look around — support exists. Pride might be the only thing keeping you from it.","Зараз скудно. Можеш почуватися покинутим на холоді. Але озирнися — підтримка є. Гордість, можливо, єдине, що відділяє від неї."
"readings","readings.pentacles-5.future","A difficult stretch is ahead materially. Prepare where you can, and don't be too proud to ask for help when you need it.","Попереду важкий відрізок матеріально. Готуйся де можеш, і не будь надто гордим, щоб попросити допомоги."
"readings","readings.pentacles-6.keywords","generosity, charity, giving, receiving, balance of resources","щедрість, благодійність, віддавання, приймання, баланс ресурсів"
"readings","readings.pentacles-6.meaning","A wealthy figure distributes coins to those in need — scales in one hand, coins in the other. Giving and receiving, the flow of resources. This card asks: are you the giver or the receiver? Either is fine.","Заможна постать розподіляє монети тим, хто потребує — терези в одній руці, монети в іншій. Віддавати й приймати, потік ресурсів. Ця карта питає: ти даєш чи отримуєш? Будь-що — нормально."
"readings","readings.pentacles-6.past","An act of generosity — given or received — made a real difference. That exchange of resources was more meaningful than the amount suggested.","Акт щедрості — даний чи отриманий — справді щось змінив. Той обмін ресурсами був значнішим, ніж сума натякала."
"readings","readings.pentacles-6.present","Resources are flowing. If you have enough, share. If you need help, accept it gracefully. The balance of giving and receiving is the point.","Ресурси течуть. Маєш достатньо — ділися. Потребуєш допомоги — прийми з гідністю. Баланс дарування й прийняття — суть."
"readings","readings.pentacles-6.future","Generosity will play a role ahead — either yours or someone else's. The flow of resources is shifting in a direction that benefits you.","Щедрість зіграє роль попереду — твоя або чиясь. Потік ресурсів зміщується в напрямку, корисному для тебе."
"readings","readings.pentacles-7.keywords","patience, perseverance, investment, long-term view","терпіння, наполегливість, інвестиція, довгий погляд"
"readings","readings.pentacles-7.meaning","A figure leans on a hoe, looking at seven coins growing on a bush. Waiting. The investment has been made, the work has been done — now it's about patience. You can't rush a harvest.","Постать спирається на мотику, дивиться на сім монет, що ростуть на кущі. Чекання. Інвестиція зроблена, робота виконана — тепер про терпіння. Урожай не квапиться."
"readings","readings.pentacles-7.past","A long investment of time and effort eventually bore fruit. The waiting was hard, but the result proved it was worth it.","Довга інвестиція часу й зусиль зрештою принесла плоди. Чекання було важким, але результат довів, що воно того варте."
"readings","readings.pentacles-7.present","The seeds are planted, the work is done. Now you wait. Don't dig up the garden to check if it's growing — trust the process.","Зерна посаджені, робота зроблена. Тепер чекай. Не вириваєш саду, щоб перевірити, чи росте — довіряй процесу."
"readings","readings.pentacles-7.future","A reward is coming, but not immediately. The investment you're making now — in work, in skills, in patience — will pay off. Give it time.","Винагорода надходить, але не миттєво. Інвестиція, яку робиш зараз — у роботу, вміння, терпіння — окупиться. Дай час."
"readings","readings.pentacles-8.keywords","diligence, skill development, craftsmanship, dedication","старанність, розвиток навичок, ремесло, відданість"
"readings","readings.pentacles-8.meaning","A figure carefully carves coin after coin — focused, skilled, methodical. This is the apprentice card. Mastery through repetition, improvement through dedication. The work isn't glamorous, but it's building something real.","Постать ретельно виточує монету за монетою — зосереджено, вміло, методично. Це карта учня. Майстерність через повторення, вдосконалення через відданість. Робота не ефектна, але будує щось справжнє."
"readings","readings.pentacles-8.past","A period of dedicated practice and skill-building laid the foundation for your abilities. That diligence — day after day — created real competence.","Період відданої практики й розвитку навичок заклав основу для твоїх здібностей. Та старанність — день за днем — створила справжню компетентність."
"readings","readings.pentacles-8.present","Put your head down and do the work. This isn't the time for shortcuts or big leaps — it's the time for steady, focused effort. Mastery comes from repetition.","Нахили голову й роби роботу. Не час для коротких шляхів чи великих стрибків — час для стабільних, зосереджених зусиль. Майстерність приходить через повторення."
"readings","readings.pentacles-8.future","A period of intense skill-building is ahead. It will require dedication and focus, but the competence you develop will be a lasting asset.","Попереду період інтенсивного розвитку навичок. Потребуватиме відданості й фокусу, але компетентність, яку розвинеш, стане тривалим активом."
"readings","readings.pentacles-9.keywords","luxury, self-sufficiency, financial security, accomplishment","розкіш, самодостатність, фінансова безпека, досягнення"
"readings","readings.pentacles-9.meaning","A figure stands in a lush garden, a bird on her hand, nine coins behind her. She built this. Self-made comfort, material security earned through effort. Enjoy what you've created.","Постать стоїть у пишному саду, птах на руці, дев'ять монет позаду. Вона це побудувала. Самостворений комфорт, матеріальна безпека, здобута зусиллями. Насолоджуйся тим, що створив."
"readings","readings.pentacles-9.past","Through your own effort, you created comfort and security. That self-sufficiency was hard-won and deserved.","Власними зусиллями ти створив комфорт і безпеку. Та самодостатність — важко здобута й заслужена."
"readings","readings.pentacles-9.present","You've built something solid. Take a moment to enjoy the garden you've cultivated. Self-sufficiency feels good — let yourself appreciate it.","Ти побудував щось міцне. Приділи мить насолоди саду, який виростив. Самодостатність смакує добре — дозволь собі її оцінити."
"readings","readings.pentacles-9.future","Financial security and comfort are building. What you've been working toward is materializing. The garden is almost in full bloom.","Фінансова безпека й комфорт будуються. Те, до чого йшов, матеріалізується. Сад майже в повному цвітінні."
"readings","readings.pentacles-10.keywords","legacy, inheritance, family wealth, long-term success","спадщина, успадкування, родинне багатство, довготривалий успіх"
"readings","readings.pentacles-10.meaning","Ten coins arranged around a family gathered at an estate. This is generational — wealth, legacy, something built to last beyond you. The ultimate card of material completion.","Десять монет розташовані навколо родини, зібраної в маєтку. Це поколіннєве — багатство, спадщина, щось побудоване, щоб тривати довше за тебе. Найвища карта матеріального завершення."
"readings","readings.pentacles-10.past","Something was passed down — an inheritance, a family tradition, a foundation built by those before you. That legacy still supports your life.","Щось було передано — спадок, родинна традиція, основа, закладена попередниками. Та спадщина досі підтримує життя."
"readings","readings.pentacles-10.present","Think long-term. What you're building now isn't just for you — it's for those who come after. Family, legacy, lasting impact.","Думай на довгу перспективу. Те, що будуєш зараз, не лише для тебе — для тих, хто прийде. Родина, спадщина, тривалий вплив."
"readings","readings.pentacles-10.future","Lasting wealth or a meaningful legacy is forming. What you create now will outlive the moment. Build with permanence in mind.","Формується тривале багатство чи значуща спадщина. Те, що створюєш, переживе мить. Будуй із думкою про постійність."
"readings","readings.pentacles-page.keywords","ambition, studiousness, new opportunity, practical planning","амбіція, старанність, нова можливість, практичне планування"
"readings","readings.pentacles-page.meaning","A young figure holds a single coin up to the light, studying it carefully. The student of the material world — practical, curious, ready to learn. A new financial or career opportunity is being examined.","Молода постать тримає одну монету до світла, ретельно її вивчаючи. Учень матеріального світу — практичний, допитливий, готовий учитися. Нова фінансова чи кар'єрна можливість вивчається."
"readings","readings.pentacles-page.past","An early opportunity in work or money sparked your practical ambitions. That first taste of building something real set you on your path.","Рання можливість у роботі чи грошах розпалила практичні амбіції. Той перший смак побудови чогось справжнього задав твій шлях."
"readings","readings.pentacles-page.present","A new opportunity to learn or earn is in front of you. Study it carefully before committing. The ambition is right — make sure the plan is too.","Перед тобою нова можливість учитися чи заробляти. Вивчи ретельно, перш ніж зобов'язатися. Амбіція правильна — переконайся, що план також."
"readings","readings.pentacles-page.future","Good news about money, work, or education is coming. It's an entry point, not a windfall — the real value is in what you learn.","Хороші новини про гроші, роботу чи освіту надходять. Це вхідна точка, не золотий дощ — справжня цінність у тому, чого навчишся."
"readings","readings.pentacles-knight.keywords","reliability, hard work, routine, patience","надійність, тяжка праця, рутина, терпіння"
"readings","readings.pentacles-knight.meaning","The Knight of Pentacles rides slowly and steadily — the only knight who isn't charging. Reliable, methodical, gets it done. Not flashy, but the person you actually want on the job.","Лицар Пентаклів їде повільно й рівно — єдиний лицар, що не мчить. Надійний, методичний, доводить до кінця. Не ефектний, але той, кого справді хочеться бачити на справі."
"readings","readings.pentacles-knight.past","Steady, unglamorous effort produced solid results. Someone — maybe you — just kept showing up and doing the work day after day.","Стабільні, неефектні зусилля дали міцні результати. Хтось — можливо, ти — просто з'являвся і робив роботу день у день."
"readings","readings.pentacles-knight.present","Slow and steady. This isn't the time for dramatic action — it's the time for reliable, consistent effort. Show up, do the work, repeat.","Повільно й стабільно. Не час для драматичних дій — час для надійних, послідовних зусиль. З'являйся, роби роботу, повторюй."
"readings","readings.pentacles-knight.future","Progress will come through patience, not speed. The methodical approach will outperform the dramatic one. Trust the process.","Прогрес прийде через терпіння, а не швидкість. Методичний підхід перевершить драматичний. Довіряй процесу."
"readings","readings.pentacles-queen.keywords","practical nurturing, financial savvy, comfort, abundance","практична турбота, фінансова мудрість, комфорт, достаток"
"readings","readings.pentacles-queen.meaning","The Queen of Pentacles sits in a lush garden, holding a gold coin, surrounded by abundance she cultivated herself. Practical, generous, grounded. She knows how to make things grow — money, gardens, people.","Королева Пентаклів сидить у пишному саду, тримає золоту монету, оточена достатком, який сама виростила. Практична, щедра, приземлена. Вона знає, як усе виростити — гроші, сади, людей."
"readings","readings.pentacles-queen.past","A practical, nurturing figure shaped your material world — someone who knew how to create abundance through common sense and care.","Практична, турботлива постать сформувала твій матеріальний світ — той, хто вмів створювати достаток через здоровий глузд і дбайливість."
"readings","readings.pentacles-queen.present","Take a grounded approach. Nurture what you have, manage your resources wisely, and create comfort from the practical. Abundance comes from attentive care.","Підходь приземлено. Плекай те, що маєш, мудро керуй ресурсами й створюй комфорт із практичного. Достаток приходить через уважну дбайливість."
"readings","readings.pentacles-queen.future","Material abundance is growing through practical wisdom. Your ability to nurture resources — financial or otherwise — will produce real results.","Матеріальний достаток зростає через практичну мудрість. Здатність плекати ресурси — фінансові чи інші — дасть реальні результати."
"readings","readings.pentacles-king.keywords","wealth, business sense, discipline, security","багатство, ділова хватка, дисципліна, безпека"
"readings","readings.pentacles-king.meaning","The King of Pentacles sits on a throne decorated with bulls, gold coin in hand, vineyards behind him. He built the empire. Disciplined, prosperous, and knows the value of everything. Material mastery.","Король Пентаклів сидить на троні, оздобленому биками, золота монета в руці, виноградники позаду. Він побудував імперію. Дисциплінований, заможний, і знає ціну всьому. Матеріальна майстерність."
"readings","readings.pentacles-king.past","Financial discipline or business acumen — yours or someone else's — built a foundation of real security. That success was earned through strategy and patience.","Фінансова дисципліна чи діловий нюх — твій чи чийсь — побудували основу справжньої безпеки. Той успіх був здобутий стратегією й терпінням."
"readings","readings.pentacles-king.present","Think like a builder. Manage your resources, invest wisely, plan for the long game. The material world rewards discipline right now.","Думай як будівничий. Керуй ресурсами, інвестуй мудро, плануй надовго. Матеріальний світ зараз винагороджує дисципліну."
"readings","readings.pentacles-king.future","Material success and financial security are solidifying. The empire you're building — however small — is taking shape. Stay disciplined.","Матеріальний успіх і фінансова безпека закріплюються. Імперія, яку ти будуєш — хай мала — набуває форми. Тримайся дисципліни."
"readings","readings.wands-1.keywords","inspiration, new passion, potential, creative spark","натхнення, нова пристрасть, потенціал, творча іскра"
"readings","readings.wands-1.meaning","A hand from a cloud holds a living wand — leaves still sprouting. Pure creative fire, a new passion igniting, the spark before the flame. Something is calling to you. Answer it.","Рука з хмари тримає живий жезл — листя ще проростає. Чистий творчий вогонь, розпалювання нової пристрасті, іскра перед полум'ям. Щось кличе. Відповідай."
"readings","readings.wands-1.past","A spark of inspiration lit a fire that changed your direction. That initial burst of passion set something important in motion.","Іскра натхнення запалила вогонь, що змінив твій напрямок. Той початковий сплеск пристрасті запустив щось важливе."
"readings","readings.wands-1.present","A new creative or passionate impulse is demanding attention. This is raw potential — it needs action to become something real. Strike while the iron is hot.","Новий творчий чи пристрасний імпульс вимагає уваги. Це сирий потенціал — потребує дії, щоб стати справжнім. Куй, поки гаряче."
